Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,286.5106,281.6173,269.669,249.7999,242.5099,247.2478,259.5223,278.0735,298.9252,314.9459,356.6773,378.4031,288.3869,277.9222,238.7109,268.8706,289.687,297.5301,294.6899,295.1045,330.1286,314.9299,334.3803,365.4226,411.6525,474.1655,536.8246,628.6481,750.0554,737.9517,818.4544,928.0109,950.8895,1011.224,1060.76,1003.223,1016.081,1104.795,1063.209,1089.872,1082.6,1151.782,1259.141
Low income,LIC,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,352.172,358.0957,353.8319,335.3081,322.8845,318.6501,359.5166,405.9135,351.7407,379.9121,461.1175,507.5823,357.5915,363.5408,346.0281,380.2717,411.42,431.3282,430.1124,426.0417,487.4812,474.5397,496.2465,525.6774,599.6372,697.2694,782.0465,911.052,1062.161,1059.199,1158.036,819.7168,756.6619,752.7215,790.0805,772.2408,743.6037,800.5564,659.1198,681.7469,653.6738,682.7827,741.2444
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,4272.339,4874.74,5712.078,7457.142,8568.799,10698.61,11636.89,12750.2,18050.49,20440.9,21385.4,20186.53,20323.75,20112.21,19024.26,19752.61,28696.12,38227.04,41574.49,39495.85,49418,50883.18,55142.71,55747.22,63984.26,78618.48,79905.96,72344.68,77033.2,81683.46,75210.16,74658.45,79797.52,90317.75,100710.6,105751.5,114652.2,130908.4,143540.6,126261.4,141466.9,158603.6,149461.7,173659.5,179467.5,167809.2,165845.9,170875.7,175286.6,167259.2,165284.5,184083.3,
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,144.1019,144.103,139.6851,117.9623,121.5646,153.8999,155.0012,160.7003,152.0531,162.1844,185.3671,187.2283,197.7579,218.351,266.3969,277.4891,258.1794,289.8859,189.6093,229.1909,269.32,290.5367,308.8828,330.0401,380.7494,371.5098,392.5244,403.8261,416.0297,411.2437,466.8977,516.7693,550.5424,579.9902,650.5536,716.8008,758.5064,818.0288,850.9857,838.5636,869.7535,832.4273,865.3021,978.1686,1060.137,1240.518,1423.191,1611.176,2007.027,2053.766,2836.974,3248.04,3351.892,3643.832,3885.624,3990.353,4107.83,4388.202,4360.585,4082.694,3852.39,3994.247,3354.383
Lower middle income,LMC,GDP per capita (current US$),NY.GDP.PCAP.CD,97.29491,100.5455,99.74817,108.3655,118.8469,125.3395,112.6386,117.587,122.8644,133.1801,143.8886,148.5627,157.4624,187.5779,240.1133,259.0228,278.8965,310.707,334.2924,381.7133,444.7749,522.8296,523.3606,510.3707,488.3668,510.6462,537.4592,515.6305,509.4197,490.9607,514.0203,467.0961,478.8459,455.5666,474.0763,526.8724,576.6009,586.3497,573.6733,590.6565,601.1132,606.7195,627.2219,703.7077,807.4795,925.8035,1070.74,1298.938,1440.837,1434.782,1690.257,1902.819,1971.997,1982.57,2052.757,1969.272,2035.511,2156.092,2178.182,2235.392,2123.382,2404.552,2542.2
Low & middle income,LMY,GDP per capita (current US$),NY.GDP.PCAP.CD,146.4263,143.1583,144.1177,152.1757,166.4758,179.8034,182.001,182.1353,187.8137,205.0192,219.6633,230.8407,252.485,314.7197,390.4514,423.2118,445.294,490.3994,534.5225,606.7565,700.7864,771.3806,744.6528,704.913,711.4721,722.7992,737.7798,751.8771,779.1305,797.7896,901.1893,854.6691,867.0423,909.7065,966.8625,1067.522,1151.361,1199.319,1143.667,1103.016,1187.345,1180.671,1193.044,1325.095,1550.636,1820.377,2130.795,2596.035,3065.047,2958.375,3552.482,4136.003,4340.915,4534.205,4626.718,4329.836,4312.051,4680.478,4900.346,4957.611,4729.767,5520.318,5793.344
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,46.86664,46.91841,53.3465,58.13592,62.2621,63.79761,63.86276,64.49069,64.47691,66.77535,67.16292,72.15946,73.74232,106.7149,128.3438,122.9744,117.519,149.3431,200.2459,211.9447,306.5648,299.957,234.3066,252.69,211.7654,166.1597,192.1074,237.0705,271.3197,280.3529,331.5238,384.9805,447.1491,443.1673,459.6627,518.0212,483.9207,505.9388,467.5879,457.7043,443.9499,412.9623,388.3675,580.9373,761.181,850.7753,910.6185,848.0237,885.6181,866.4457,1104.801,1265.864,1205.86,1141.361,1165.051,1113.869,986.2653,1062.712,1162.979,1094.499,939.5042,1040.309,1107.395
Late-demographic dividend,LTE,GDP per capita (current US$),NY.GDP.PCAP.CD,171.4936,158.9593,159.8167,170.4458,183.1519,201.4616,219.0976,215.2151,214.0701,233.1422,259.2179,281.4922,316.4754,399.61,461.2152,498.6069,528.8362,604.2352,619.6942,726.5971,819.2384,847.4001,848.8333,768.358,790.9973,843.5794,884.7927,919.4638,987.6354,1037.842,1102.224,1089.508,1095.845,1130.958,1268.635,1542.859,1685.164,1747.575,1669.272,1529.739,1666.724,1710.562,1801.212,2039.127,2435.129,2918.745,3499.413,4379.991,5409.589,5193.379,6209.422,7520.805,7991.706,8544.868,8812.358,8213.692,8182.504,9021.942,9839.704,9979.374,9720.858,11554.29,12074.48
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2167.793,2327.435,2830.278,3166.667,3113.179,3293.23,3525.794,4141.593,5499.429,6700.327,7854.765,9230.708,12285.45,14945,11820.78,11987.51,14376.95,14367.71,15729.65,16551.02,14263.96,15008.31,16885.41,19186.36,19598.4,20363.92,23712.54,24826.79
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,2242.016,2222.366,2311.799,2441.039,2755.633,2780.093,2900.433,2909.661,3175.367,3658.901,4298.034,4435.398,5486.721,7447.213,8966.729,8701.305,9490.69,10486.34,13034.39,15204.33,16531.11,13837.13,12590.98,12374.03,12126.94,12481.97,18149.87,22443.43,25219.35,26618.07,33465.48,35747.34,39570.86,40066.72,43933.24,51032.35,50444.36,46641.64,47445.38,50872.45,48659.6,48440.14,53005.73,65689.32,76544.92,80988.14,90788.8,107475.3,120422.1,109419.7,110886,119025.1,112584.7,120000.1,123678.7,105462,106899.3,110193.2,116786.5,112621.8,117370.5,133590.1,126426.1
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2329.577,2431.709,2683.241,2973.535,3151.577,3361.641,3578.002,4136.933,5145.195,6378.667,7594.902,9723.447,14113.53,16467.14,12331.93,11420.99,13338.96,13847.34,15007.49,15742.39,13786.46,14331.75,15695.12,17865.03,17945.22,18207.14,21080.18,21851.11
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,4450.85,4255.401,4715.849,4734.349,5115.696,6278.623,7053.674,8020.684,9269.649,10390.05,13197.53,14881.61,16233.41,17764.55,17751.54,17652.59,16232.53,15387.53,15684.78,15622.7,16393.74,17828.95,22381.92,24886.58,29637.77,35782.86,39745.76,39754.97,50676.39,64528.36,74111.61,86853.47,90873.6,73220.63,71919.05,78985.63,84923.31,83183.47,37646.5,43873.42,31617.5
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21344.59,,,21920.02,,,,,,,,
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,172.5993,167.1653,191.2202,208.0874,213.756,219.4828,208.5229,214.9809,224.7495,244.2867,257.7296,276.5081,313.9983,376.7793,452.0604,516.6027,537.8085,604.3435,705.1933,825.6427,1097.665,874.7869,847.3258,758.4675,675.0165,666.7158,846.9059,928.4981,1076.093,1081.965,1219.425,1282.58,1317.33,1217.429,1348.539,1455.95,1585.723,1416.9,1658.472,1627.135,1492.377,1500.363,1590.487,1936.09,2177.799,2237.576,2433.213,2751.423,3180.171,3118.142,3067.852,3302.453,3164.005,3377.644,3430.535,3139.228,3132.952,3288.503,3492.672,3498.583,3258.105,3795.387,3527.942
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,12075.56,13313.75,16170.21,20857.02,22323.64,27892.3,28393.69,30914.22,37680.7,45088.26,50898.62,44171.16,41461.9,39040.62,36516.17,37589.86,51942.33,62342.22,67132.23,66830.14,81813.32,81157.49,88883.13,82982.21,87041.17,99430.5,98926.47,88844.54,91110.52,89741.17,81764.26,82410.87,90152.9,111308.7,127736.9,130819,143289.1,184626.7,204097.2,168922.7,161780.7,179369.3,165497.1,185055.5,195772.7,170338.6,174606.5,173611.8,194287.1,199382.8,182537.3,234317.1,
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.5866,575.1455,657.2921,578.7346,399.4998,440.5387,507.4041,570.7999,682.3191,897.1785,1034.392,1183.025,1531.216,2110.553,1898.44,2436.799,2941.362,3044.808,3321.044,3289.168,2749.913,2847.635,3454.955,4156.958,4404.95,4376.242,5235.636,5562.614
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,132.6703,134.2931,138.3625,138.4593,142.5362,144.2038,151.65,156.805,164.5268,163.7733,167.455,175.3549,190.2671,227.4264,255.943,295.6989,274.2665,287.845,316.2873,398.4642,581.3281,516.9082,505.2246,481.1514,390.0082,369.2612,410.636,295.0183,284.6004,275.2632,330.8435,265.7937,294.2934,312.0789,262.1461,276.7368,344.4649,288.4494,288.6359,271.943,285.4665,325.4603,310.9297,359.5344,277.5078,311.7931,330.5227,427.8363,522.8306,455.4074,459.3754,516.9025,504.1737,526.688,517.1362,455.638,464.6162,503.4981,512.544,512.2797,462.4042,503.3521,505.0355
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,257.5314,263.9436,274.5274,322.4607,593.8757,668.0783,719.3928,691.4021,798.0418,869.5836,955.9337,1052.754,1191.271,1311.468,1411.632,1545.223,1707.022,1889.026,1972.623,2118.721,2209.988,3028.051,3069.04,3539.802,4060.534,3789.232,5010.163,5746.644,6743.131,6719.33,7158.061,7409.332,7447.415,8222.558,8872.129,9434.312,9640.319,10063,10823.61,11118.53,7282.373,10366.26,11817.52
Middle East & North Africa,MEA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,343.2966,369.1265,405.6825,466.8466,549.9578,723.7794,1313.429,1409.07,1722.804,1938.301,2010.555,2562.606,3214.127,3213.593,3099.796,3038.543,3000.089,2982.409,2969.064,2651.677,2441.127,2463.494,3144.384,2140.301,2276.436,2258.907,2332.266,2571.665,2844.448,2929.038,2820.375,2996.122,3284.46,3203.092,3128.342,3405.981,3940.491,4636.556,5308.192,6119.528,7442.682,6567.651,7498.591,8295.285,8794.731,8471.775,8345.567,7217.652,7158.049,7337.224,7561.201,7444.621,6579.371,7694.855,8949.397
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,359.5451,378.212,392.9346,424.1896,485.8,511.0207,550.4699,581.7294,622.4251,666.7434,706.3132,755.3325,844.1729,1000.942,1264.362,1499.356,1470.191,1315.599,1600.763,2039.165,3036.355,3810.31,2612.68,2166.577,2506.9,2607.669,1765.264,1902.462,2302.022,2759.476,3196.92,3756.853,4272.788,5778.908,5976.494,4002.159,4487.263,5370.245,5555.712,6230.697,7232.911,7613.143,7650.932,7120.372,7525.487,8321.86,9125.388,9719.928,10119.82,8104.923,9399.965,10341.5,10376.09,10865.69,11076.13,9753.401,8875.082,9434.378,9857.007,10145.15,8654.997,10045.68,11091.31
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,933.8029,1010.096,1160.5,1205.866,1126.2,1381.523,1495.252,1618.056,1618.165,1704.259,1753.491,1896.553,2032.139,2168.359,2371.307,2150.995,2114.397,2111.944,2123.682,2127.241,2257.255,2417.392,2411.291,2442.08,2533.565,2633.287,2773.419,2712.374,2810.533,3001.32,3238.887,3445.315,3611.7,3672.681,3703.649,4153.117,4507.623,4769.19,5188.971,5567.973,6172.145,6727.8
Middle income,MIC,GDP per capita (current US$),NY.GDP.PCAP.CD,150.1252,146.7386,147.1022,153.9826,171.2008,184.4916,186.3679,186.9829,192.8869,210.4631,225.9609,237.259,259.8138,324.6336,403.154,436.2294,459.4407,505.2984,550.0767,626.3273,725.3324,800.4648,772.1862,731.0906,739.2423,751.9053,765.0245,776.7506,810.2142,828.6415,934.2903,881.7244,905.5057,951.4908,1014.632,1121.085,1209.87,1260.884,1201.78,1159.023,1246.291,1240.844,1253.621,1395.623,1635.787,1922.578,2255.492,2754.32,3256.353,3143.086,3788.504,4464.778,4701.043,4918.908,5022.065,4701.528,4690.374,5098.308,5363.871,5433.458,5191.85,6078.454,6388.158
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2299.044,2424.908,1207.543,1343.315,1795.553,2372.544,2327.731,1959.561,1875.817,1915.393,1861.899,1823.023,1989.135,2440.479,2795.897,3072.68,3362.971,4079.39,4841.254,4584.712,4577.69,5098.095,4728.313,5241.054,5495.731,4861.556,5149.587,5450.497,6108.739,6070.388,5965.45,6694.641,6591.471
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,46.78519,57.54698,56.07507,58.46546,63.25646,76.66696,87.32165,82.01019,124.2223,137.9666,151.3753,172.8705,221.0315,238.6805,204.3011,173.297,165.0273,153.5388,170.0361,222.2262,246.7015,251.7026,248.6656,299.8216,298.5687,304.0279,296.458,214.3626,272.795,274.4224,260.356,274.9744,315.1715,263.4984,299.4122,326.9667,381.9485,427.7173,473.995,506.9118,579.2571,676.127,680.65,688.3279,810.1826,753.3921,778.7971,818.4303,723.5042,750.0518,795.6828,856.3566,840.1757,822.9061,881.5101,833.2973
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,828.4217,874.0663,975.7588,1143.62,1245.361,1560.112,1726.559,2037.897,2558.74,3195.553,3948.403,3898.243,3788.051,3527.04,3332.885,3322.421,4194.654,5083.669,5814.365,6040.61,7191.924,7558.277,8220.246,7296.31,8000.518,9171.061,9438.557,9724.338,10273.45,10720.91,11083.01,11081.01,11853.19,13772.22,15243.16,15866.14,16723.88,19485.95,22205.28,21083.13,21798.9,23155.11,22526.66,24769.45,26753.26,24921.68,25623.86,28823.35,31566.36,31506.56,29196.98,34218.21,33940.95
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,,26.31845,26.9835,28.43417,20.01858,16.57765,12.78696,12.90024,20.39564,20.6823,21.22087,20.03866,22.22353,22.87093,33.63001,37.18938,37.34792,31.70222,28.48835,28.0157,30.19791,31.21855,37.49581,40.28905,37.4642,35.54233,42.32094,37.87297,35.82737,42.41195,50.78295,52.53581,53.73885,67.23768,90.26445,113.7882,132.6388,128.1057,103.6268,125.3023,150.4078,135.1797,131.4674,165.2587,198.3769,221.8659,246.6925,321.8283,472.2606,600.9316,765.2419,1086.838,1161.306,1195.938,1238.729,1224.562,1161.862,1175.203,1274.916,1295.201,1477.453,1210.541,1095.702
Middle East & North Africa (excluding high income),MNA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,215.6105,218.8368,230.5916,246.9338,266.6897,293.2406,327.3962,380.5158,491.9321,730.0945,825.6854,987.163,1107.307,1158.79,1406.29,1633.702,1541.181,1709.172,1862.273,1910.743,2020.551,2203.318,1871.147,1670.506,1634.569,2216.077,1116.998,1200.074,1205.787,1266.262,1444.585,1631.719,1690.839,1707.15,1818.625,1888.612,1873.043,1791.968,1925.033,2241.52,2591.89,2963.384,3543.293,4287.857,4094.738,4624.872,4678.504,4953.991,4470.14,4317.813,3805.68,3832.82,3771.399,3514.39,3475.859,3120.198,3604.889,3952.111
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627.065,1909.599,2106.635,2789.159,3380.165,3674.618,4425.679,5976.394,7367.752,6727.108,6688.403,7328.79,6586.399,7188.862,7387.871,6517.19,7033.438,7803.363,8850.378,8909.653,7677.369,9465.966,9893.516
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,1328.238,1432.488,1492.922,1121.327,1138.957,1470.207,1494.241,1545.234,1686.592,1184.763,1081.334,589.1417,338.4566,402.2651,623.1575,570.9379,495.8219,467.5139,435.4185,463.8539,512.8195,559.8277,633.9466,784.9121,986.018,1322.641,1625.318,2134.95,1718.914,2660.288,3793.744,4402.305,4422.301,4211.939,3919.351,3690.757,3708.248,4165.023,4394.947,4041.174,4566.14,4946.755
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16640.32,16603.46,16829.4,15371.24,14986.38,14877.08,15641.66,13933.68,14772.5,13880.43,14247.79,14806.01,16044.43,17665.1,24054.92,30751.64,25862.75,23687.27,17302.92,,
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.9332,191.0707,192.1354,187.5263,185.9534,239.8574,281.3773,311.0456,344.7018,318.3427,296.2868,303.6657,328.5287,387.4757,422.6429,442.5591,491.0984,574.7697,531.027,481.2682,605.2735,667.7178,672.204,680.3753,594.2269,430.9929,462.7,504.5358,508.1634,454.0624,491.8391,541.4544
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,,184.7746,185.421,184.5585,239.3779,264.4314,267.9546,275.7244,294.7728,270.9897,275.7137,290.1939,328.7539,401.8696,484.8416,540.0479,577.7007,578.4501,565.929,650.4215,695.5128,712.4469,693.7086,707.733,633.5962,578.2188,659.9682,726.417,742.4265,742.0038,751.1935,1032.614,1007.81,825.7936,840.0502,878.7506,877.8298,834.0437,796.8425,757.8091,660.3039,632.2141,629.7819,711.3825,801.7787,974.6576,1272.082,1378.215,1610.237,1418.941,1646.13,1919.452,1850.385,1929.776,1715.389,1562.727,1579.199,1634.643,1749.954,1839.963,1868.468,2166.045,2190.7
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,776.6414,893.9138,1087.703,1275.034,1171.577,1165.153,1086.53,1088.436,1027.991,1054.476,1422.561,1815.349,2046.044,2075.543,2506.185,2669.326,2973.205,2973.794,3197.337,3599.552,3899.442,3646.638,3593.242,3695.934,3929.082,3856.631,4018.949,4793.722,5388.063,5282.9,5695.975,6574.664,8030.052,7318.126,8000.376,9197.043,9291.236,9764.644,10366.36,9507.871,9965.725,10841.68,11643.46,11403.25,9005.462,9062.722,10216.29
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,287.3865,276.2613,253.1385,252.2057,239.546,215.9247,217.7782,207.5354,229.3821,252.2323,286.9166,326.1717,258.8956,293.7822,169.7492,201.1014,321.9596,368.6773,237.3743,235.5102,225.9525,217.2405,431.6967,386.3172,407.589,417.1023,443.5237,478.0281,557.519,630.1092,688.1392,769.0526,563.0615,501.1972,534.127,544.2769,454.4433,500.1655,537.9322,584.3629,622.1846,633.6097,645.1587
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,244.611,235.5297,240.4418,292.5758,302.6762,325.1933,336.5564,332.8007,339.0965,364.2086,374.9229,402.2149,466.9066,692.6816,837.7635,800.3824,927.8052,1075.339,1304.068,1647.631,1852.963,1843.349,1925.468,2123.259,2311.171,2065.089,1782.542,2007.173,2134.519,2282.47,2513.241,2727.529,3193.635,3511.533,3802.108,4405.117,4874.82,4706.315,3308.836,3538.363,4087.563,3941.123,4177.105,4454.527,4924.338,5536.838,6137.151,7143.999,8343.303,7167.877,8880.146,10209.37,10601.51,10727.67,11045.58,9699.585,9555.647,9979.705,11073.98,11132.1,10160.83,11109.27,11971.93
North America,NAC,GDP per capita (current US$),NY.GDP.PCAP.CD,2939.447,2991.594,3155.097,3283.14,3480.429,3729.969,4044.241,4231.867,4579.983,4912.486,5130.4,5506.268,5999.127,6642.699,7209.088,7775.563,8615.886,9403.388,10427.55,11518.72,12441.42,13820.13,14247.25,15341.7,16808.87,17838.48,18625.58,19679.24,21180.22,22652.57,23653.4,24093.99,24974.68,25772.08,26931.64,27897.85,29112.18,30518.04,31691.91,33320.92,35151.33,35831.32,36651.83,38395.22,40788.09,43368.25,45741.03,47727.48,48398.1,46581.28,48552.94,50289.02,51881.17,53234.15,54714.47,55452.42,56312.43,58423.89,61174.69,63203.37,61461.12,68382.94,74164.65
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,2481.564,2278.633,2107.079,2223.825,1837.353,1470.979,1603.782,1973.579,2065.563,1968.166,2037.911,2117.006,2346.276,2153.342,2352.662,2478.254,2417.578,2453.867,2231.114,2175.449,2156.09,1916.256,1773.432,2571.982,3407.851,3692.753,4027.962,4394.518,4222.326,4322.629,5445.42,5873.059,6017.178,5463.031,5544.104,4965.673,4614.892,5453.571,5687.381,5126.176,4252.042,4919.189,4911.328
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,1763.475,1756.22,1865.666,2165.901,2529.893,3203.711,3449.881,4038.319,4220.182,4865.675,6163.413,5957.564,6158.972,6152.761,7561.197,8443.156,6817.835,6208.647,5540.403,5249.365,5534.612,7634.709,9271.608,12665.91,13092.33,14800.79,15133.16,16261.96,15297.05,16037.03,18721.06,18257.22,16339.81,17324.25,17435.75,16039.17,15174.28,16885.89,21817.32,25770.53,26861.7,29604.05,36864.86,37353.74,35391.09,37494.9,40697.65,37294.02,38503.25,39675.57,32428.57,32286.91,33874.93,36495.2,34934.58,34700.98,36668.43,
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,128.5306,134.8456,143.284,153.3721,148.0354,166.123,168.3154,154.9937,145.1383,137.7656,139.1771,144.5828,150.7779,187.0555,197.464,196.4026,193.9486,228.7911,305.3801,352.3007,406.3588,340.9997,307.3546,266.4703,209.5318,200.4255,257.0199,292.4088,289.6701,268.5494,419.6039,380.5366,380.1491,332.0622,204.1496,234.6196,237.015,218.2461,243.5175,225.9535,192.8777,203.5265,223.3524,263.0912,281.3254,316.3656,331.1038,384.7183,472.1784,458.4219,471.6127,507.6025,525.0473,548.1578,560.7545,481.1113,497.0361,514.5433,567.3308,550.9635,564.822,590.6295,533.0288
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,93.39705,97.42097,104.8527,108.0157,113.6584,117.6654,124.7919,99.8574,97.74453,122.0424,225.774,161.5439,210.9955,254.3873,406.2701,441.9786,561.5501,541.1562,532.2174,667.9817,880.062,2187.886,1844.85,1223.604,903.4494,882.2827,638.7317,598.291,549.5038,474.4569,567.5179,502.8229,477.081,270.0275,320.8258,407.2783,460.3242,478.5769,467.939,496.0307,565.306,586.8331,733.5382,786.8024,992.7453,1250.407,1652.154,1876.413,2227.79,1883.887,2280.112,2504.878,2728.023,2976.757,3200.953,2679.555,2144.78,1941.879,2125.834,2334.024,2074.614,2065.749,2184.421
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,126.9628,132.354,141.6202,151.684,171.7615,270.76,282.3903,296.1423,302.3873,316.9056,318.4639,328.084,337.4985,407.3809,549.3984,553.4984,623.2158,732.884,680.0927,487.6939,649.137,728.3545,702.9112,768.0334,848.4417,713.1745,749.166,977.0991,652.2961,245.356,238.765,344.0501,404.9538,388.0219,835.2363,876.8599,895.2622,896.6518,931.7959,961.5515,996.8979,1025.109,993.3841,999.886,1075.999,1158.881,1223.083,1323.839,1493.905,1438.097,1495.734,1644.802,1746.421,1794.783,1913.521,2025.327,2079.446,2127.278,1981.863,1905.638,1876.607,2064.925,2255.426
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,1068.785,1159.392,1240.678,1328.037,1541.947,1708.096,1835.801,1991.361,2185.249,2642.956,2927.073,3378.615,4104.451,5345.575,6440.978,7335.509,7925.688,9166.808,11179.39,12798.54,13791.86,11520.45,11072.66,10680.36,9977.16,9926.13,13783.85,16709.56,17744.5,17397.69,21290.86,21732.23,23904.04,23122.41,24646.31,29258.13,29006.81,26700.54,27885.81,28272.64,26214.5,26896.55,29343.24,35750.97,40436.62,41994.71,44900.94,51799.21,57879.94,52722.21,50999.75,54230.31,50070.14,52198.9,52900.54,45193.4,46039.11,48675.22,53044.53,52476.27,52162.57,57708.11,55985.4
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,1441.756,1560.325,1667.247,1775.583,1937.885,2164.469,2317.195,2514.044,2662.117,2875.236,3306.238,3736.346,4413.543,5689.556,6811.517,8204.386,8927.174,10266.12,11462.59,13046.62,15772.16,15512.48,15224.82,14927.59,14989.56,15753.49,18883.13,22506.03,24207.34,24281.13,28242.79,28596.75,30523.98,27963.58,29315.88,34875.94,37321.93,36629.03,34803.47,36393.42,38178.06,38602.09,43170.67,50250.21,57768.41,67047.17,74434.11,85502.75,97503.54,80347.14,88163.21,101221.8,102175.9,103553.8,97666.7,74809.97,70867.36,76131.84,82792.84,76430.59,68340.02,90655.39,106148.8
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,49.99384,51.32197,54.30958,46.08745,45.08833,65.45627,79.05808,71.8679,64.51169,64.47434,69.2709,69.10172,78.46163,72.89325,89.38255,113.1582,102.0881,95.0075,107.7431,121.4845,124.7347,142.493,146.5349,146.1815,150.5814,149.3631,158.9337,161.3676,186.2645,184.1322,184.9236,194.8,164.2928,172.0967,186.5943,197.3097,198.4545,211.5619,204.8765,208.4915,223.7119,240.7052,238.8613,246.4858,279.7242,309.3104,341.0281,386.5296,466.6934,475.636,589.1654,791.2256,794.0926,809.3845,827.7447,882.3077,880.2249,1027.965,1161.534,1185.682,1139.19,1229.394,1336.546
Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4644.355,6328.1,9675.959,8825.975,9063.004,7587.251,8528.628,9361.039,10985.88,10316.53,10124.7,11632.69,11913.66
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,2312.95,2343.292,2448.629,2622.22,2813.547,2151.295,2191.313,2188.399,1885.156,2077.896,,2772.919,3294.605,4323.197,4610.492,4171.77,4373.841,4950.35,5936.985,6667.833,7467.168,7813.936,7656.476,7598.125,6713.638,7600.41,9427.554,12330.75,13759.04,13312.39,13663.02,12229.93,11793.01,13094.18,15279.94,17399.93,18794.44,17473.65,14738.27,15322.22,13641.02,13882.87,16874.19,21913.71,25420.34,27751.07,26654.59,32479.98,31252.96,28209.36,33676.77,38387.63,39973.38,42976.65,44572.9,38630.73,40058.2,42910.97,43236.89,42796.43,41760.59,49996.42,48249.26
